Edition	TaskCode	Week	Training Type	Task Start date	Task End Date	Completion date			Owner	"Status
(PickList)"	EditionTaskCode
2403-A Customers	W3T07	Week 3		#N/A	#N/A	GLR			Telmo	Done	2403-A CustomersW3T07
2403-A Customers	W3T08	Week 3		#N/A	#N/A	GLR			Telmo	Done	2403-A CustomersW3T08
2403-A Customers	W3T09	Week 3		#N/A	#N/A	GLR			Telmo	Done	2403-A CustomersW3T09
2403-A Customers	W3T10	Week 3		#N/A	#N/A	GLR			Telmo	Done	2403-A CustomersW3T10
2403-A Customers	W3T11	Week 3		#N/A	#N/A	GLR			Telmo	Done	2403-A CustomersW3T11
2403-A Customers	W3T12	Week 3		#N/A	#N/A	GLR			Telmo	Done	2403-A CustomersW3T12
2403-A Customers	W4T01	Week 4		4/8/2024	4/8/2024	GLR				Done	2403-A CustomersW4T01
2403-A Customers	W4T02	Week 4		4/8/2024	4/11/2024	GLR			Telmo	Done	2403-A CustomersW4T02
2403-A Customers	W4T03	Week 4		4/8/2024	4/14/2024	GLR				Done	2403-A CustomersW4T03
2403-A Customers	W5T01	Week 5		4/15/2024	4/16/2024	GLR			Afonso	Done	2403-A CustomersW5T01
2403-A Customers	W5T02	Week 5		4/15/2024	4/18/2024	GLR			Afonso	Done	2403-A CustomersW5T02
2403-A Customers	W5T03	Week 5		4/15/2024	4/21/2024	GLR			Miguel	Done	2403-A CustomersW5T03
2403-A Customers	W5T04	Week 5		4/15/2024	4/21/2024	GLR			Miguel	Done	2403-A CustomersW5T04
2403-A Customers	W5T05	Week 5		4/15/2024	4/21/2024	GLR			Miguel	Done	2403-A CustomersW5T05
2403-A Customers	W5T06	Week 5		4/15/2024	4/21/2024	GLR			Miguel	Done	2403-A CustomersW5T06
2403-A Customers	W5T07	Week 5		#N/A	#N/A	GLR				Done	2403-A CustomersW5T07
2403-A Customers	W5T08	Week 5		#N/A	#N/A	GLR			Miguel	Done	2403-A CustomersW5T08
2403-A Customers	W5T09	Week 5		#N/A	#N/A	GLR			Miguel	Done	2403-A CustomersW5T09
2403-A Customers	W6T03	Week 6		4/22/2024	4/28/2024	GLR				Done	2403-A CustomersW6T03
2403-A Customers	W6T04	Week 6		#N/A	#N/A	GLR				Done	2403-A CustomersW6T04
2403-A Customers	W6T05	Week 6		#N/A	#N/A	GLR			Luis	Done	2403-A CustomersW6T05
2403-A Customers	W6T06	Week 6		#N/A	#N/A	GLR				Done	2403-A CustomersW6T06
2403-A Customers	W6T07	Week 6		#N/A	#N/A	GLR				Done	2403-A CustomersW6T07
2403-A Customers	W6T08	Week 6		#N/A	#N/A	GLR				Done	2403-A CustomersW6T08
2403-A Customers	W6T09	Week 6		#N/A	#N/A	GLR				Done	2403-A CustomersW6T09
2403-A Customers	W6T10	Week 6		#N/A	#N/A	GLR				Done	2403-A CustomersW6T10
2403-A Customers	W7T01	Week 7		4/29/2024	5/5/2024	GLR				Done	2403-A CustomersW7T01
2403-A Customers	W8T01	Week 8		5/6/2024	5/12/2024	GLR				Done	2403-A CustomersW8T01
2403-A Customers	W8T02	Week 8		5/6/2024	5/12/2024	GLR				Done	2403-A CustomersW8T02
2403-A Customers	W8T03	Week 8		#N/A	#N/A	GLR			Miguel	Done	2403-A CustomersW8T03
2403-A Customers	W8T04	Week 8		5/6/2024	5/12/2024	GLR				Done	2403-A CustomersW8T04
2403-A Customers	W8T05	Week 8		5/6/2024	5/12/2024	GLR				Done	2403-A CustomersW8T05
2403-B Partners	SLWM5T01	Week -5		#N/A	#N/A	SLR				Done	2403-B PartnersSLWM5T01
2403-B Partners	SLWM5T02	Week -5		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLWM5T02
2403-B Partners	SLWM5T03	Week -5		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLWM5T03
2403-B Partners	SLWM4T02	Week -4		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLWM4T02
2403-B Partners	SLWM3T01	Week -3		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLWM3T01
2403-B Partners	SLWM3T02	Week -3		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLWM3T02
2403-B Partners	SLWM3T03	Week -3		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLWM3T03
2403-B Partners	SLWM2T01	Week -2		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLWM2T01
2403-B Partners	SLWM2T02	Week -2		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLWM2T02
2403-B Partners	SLWM1T01	Week -1		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLWM1T01
2403-B Partners	SLWM1T03	Week -1		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLWM1T03
2403-B Partners	SLWM1T04	Week -1		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLWM1T04
2403-B Partners	SLW1T01	Week 1		1/1/2024	1/5/2024	SLR			Telmo	Done	2403-B PartnersSLW1T01
2403-B Partners	SLW2T01	Week 2		1/8/2024	1/12/2024	SLR			Telmo	Done	2403-B PartnersSLW2T01
2403-B Partners	SLW2T02	Week 2		1/8/2024	1/12/2024	SLR			Telmo	Done	2403-B PartnersSLW2T02
2403-B Partners	SLW2T03	Week 2		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW2T03
2403-B Partners	SLW3T01	Week 3		1/15/2024	1/16/2024	SLR			Telmo	Done	2403-B PartnersSLW3T01
2403-B Partners	SLW3T02	Week 3		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW3T02
2403-B Partners	SLW4T01	Week 4		1/22/2024	1/26/2024	SLR			Telmo	Done	2403-B PartnersSLW4T01
2403-B Partners	SLW5T01	Week 5		1/29/2024	2/2/2024	SLR			Telmo	Done	2403-B PartnersSLW5T01
2403-B Partners	SLW5T02	Week 5		1/29/2024	2/2/2024	SLR			Telmo	Done	2403-B PartnersSLW5T02
2403-B Partners	SLW5T03	Week 5		1/29/2024	2/2/2024	SLR			Telmo	Done	2403-B PartnersSLW5T03
2403-B Partners	SLW5T04	Week 5		1/29/2024	2/2/2024	SLR			Telmo	Done	2403-B PartnersSLW5T04
2403-B Partners	SLW5T05	Week 5		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW5T05
2403-B Partners	SLW5T06	Week 5		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW5T06
2403-B Partners	SLW5T07	Week 5		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW5T07
2403-B Partners	SLW6T01	Week 6		2/5/2024	2/9/2024	SLR			Telmo	Done	2403-B PartnersSLW6T01
2403-B Partners	SLW6T04	Week 6		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW6T04
2403-B Partners	SLW6T05	Week 6		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW6T05
2403-B Partners	SLW6T06	Week 6		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW6T06
2403-B Partners	SLW6T07	Week 6		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW6T07
2403-B Partners	SLW6T08	Week 6		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW6T08
2403-B Partners	SLW6T09	Week 6		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW6T09
2403-B Partners	SLW6T10	Week 6		#N/A	#N/A	SLR			Telmo	Done	2403-B PartnersSLW6T10
2403-B Partners	SLW7T01	Week 7		2/12/2024	2/16/2024	SLR			Afonso	Done	2403-B PartnersSLW7T01
2403-B Partners	SLW8T01	Week 8		2/19/2024	2/23/2024	SLR				Done	2403-B PartnersSLW8T01
2403-B Partners	SLW8T02	Week 8		2/19/2024	2/23/2024	SLR			Telmo	Done	2403-B PartnersSLW8T02
2403-B Partners	SLW8T03	Week 8		2/19/2024	2/23/2024	SLR			Miguel	Done	2403-B PartnersSLW8T03
2403-B Partners	SLW8T04	Week 8		2/19/2024	2/23/2024	SLR			Telmo	Done	2403-B PartnersSLW8T04
2403-B Partners	SLW8T05	Week 8		#N/A	#N/A	SLR				Done	2403-B PartnersSLW8T05
2404-B Partners	SLWM5T03	Week -5		#N/A	#N/A	SLR			Telmo	Done	2404-B PartnersSLWM5T03
2404-B Partners	SLWM4T02	Week -4		#N/A	#N/A	SLR			Telmo	Done	2404-B PartnersSLWM4T02
2404-B Partners	SLWM3T01	Week -3		#N/A	#N/A	SLR			Telmo	Done	2404-B PartnersSLWM3T01
2404-B Partners	SLWM3T02	Week -3		#N/A	#N/A	SLR				Done	2404-B PartnersSLWM3T02
2404-B Partners	SLWM3T03	Week -3		#N/A	#N/A	SLR			Telmo	Done	2404-B PartnersSLWM3T03
2404-B Partners	SLWM2T01	Week -2		#N/A	#N/A	SLR			Miguel	Done	2404-B PartnersSLWM2T01
2404-B Partners	SLWM2T02	Week -2		#N/A	#N/A	SLR			Telmo	Done	2404-B PartnersSLWM2T02
2404-B Partners	SLWM1T01	Week -1		#N/A	#N/A	SLR			Telmo	Done	2404-B PartnersSLWM1T01
2404-B Partners	SLWM1T03	Week -1		#N/A	#N/A	SLR			Telmo	Done	2404-B PartnersSLWM1T03
2404-B Partners	SLWM1T04	Week -1		#N/A	#N/A	SLR			Telmo	Done	2404-B PartnersSLWM1T04
2404-B Partners	SLW1T01	Week 1		2/13/2024	2/17/2024	SLR				Done	2404-B PartnersSLW1T01
2404-B Partners	SLW2T01	Week 2		2/20/2024	2/24/2024	SLR			Miguel	Done	2404-B PartnersSLW2T01
2404-B Partners	SLW2T02	Week 2		2/20/2024	2/24/2024	SLR			Miguel	Done	2404-B PartnersSLW2T02
2404-B Partners	SLW2T03	Week 2		#N/A	#N/A	SLR			Miguel	done	2404-B PartnersSLW2T03
2404-B Partners	SLW3T01	Week 3		2/27/2024	2/28/2024	SLR			Miguel	Done	2404-B PartnersSLW3T01
2404-B Partners	SLW3T02	Week 3		#N/A	#N/A	SLR				Done	2404-B PartnersSLW3T02
2404-B Partners	SLW4T01	Week 4		3/5/2024	3/9/2024	SLR			Miguel	Done	2404-B PartnersSLW4T01
2404-B Partners	SLW5T01	Week 5		3/12/2024	3/16/2024	SLR				Done	2404-B PartnersSLW5T01
2404-B Partners	SLW5T02	Week 5		3/12/2024	3/16/2024	SLR				Done	2404-B PartnersSLW5T02
2404-B Partners	SLW5T03	Week 5		3/12/2024	3/16/2024	SLR				Done	2404-B PartnersSLW5T03
2404-B Partners	SLW5T04	Week 5		3/12/2024	3/16/2024	SLR				Done	2404-B PartnersSLW5T04
2404-B Partners	SLW5T05	Week 5		#N/A	#N/A	SLR				Done	2404-B PartnersSLW5T05
2404-B Partners	SLW5T06	Week 5		#N/A	#N/A	SLR				Done	2404-B PartnersSLW5T06
2404-B Partners	SLW5T07	Week 5		#N/A	#N/A	SLR				Done	2404-B PartnersSLW5T07
2404-B Partners	SLW6T01	Week 6		3/19/2024	3/23/2024	SLR				Done	2404-B PartnersSLW6T01
2404-B Partners	SLW6T04	Week 6		#N/A	#N/A	SLR				Done	2404-B PartnersSLW6T04
2404-B Partners	SLW6T05	Week 6		#N/A	#N/A	SLR				Done	2404-B PartnersSLW6T05
2404-B Partners	SLW6T06	Week 6		#N/A	#N/A	SLR				Done	2404-B PartnersSLW6T06
2404-B Partners	SLW6T07	Week 6		#N/A	#N/A	SLR				Done	2404-B PartnersSLW6T07
2404-B Partners	SLW6T08	Week 6		#N/A	#N/A	SLR				Done	2404-B PartnersSLW6T08
2404-B Partners	SLW6T09	Week 6		#N/A	#N/A	SLR				Done	2404-B PartnersSLW6T09
2404-B Partners	SLW6T10	Week 6		#N/A	#N/A	SLR				Done	2404-B PartnersSLW6T10
2404-B Partners	SLW7T01	Week 7		3/26/2024	3/30/2024	SLR				Done	2404-B PartnersSLW7T01
2404-B Partners	SLW8T01	Week 8		4/2/2024	4/6/2024	SLR				Done	2404-B PartnersSLW8T01
2404-B Partners	SLW8T02	Week 8		4/2/2024	4/6/2024	SLR				Done	2404-B PartnersSLW8T02
2404-B Partners	SLW8T03	Week 8		4/2/2024	4/6/2024	SLR			Miguel	Done	2404-B PartnersSLW8T03
2404-B Partners	SLW8T04	Week 8		4/2/2024	4/6/2024	SLR				Done	2404-B PartnersSLW8T04
2404-B Partners	SLW8T05	Week 8		#N/A	#N/A	#N/A				Done	2404-B PartnersSLW8T05
2405-A	WM5T01	Week -5		4/15/2024	4/21/2024	GLR			Miguel	done	2405-AWM5T01
2405-A	WM5T02	Week -5		4/15/2024	4/21/2024	GLR			Miguel	done	2405-AWM5T02
2405-A	WM5T03	Week -5		4/15/2024	4/21/2024	GLR			Miguel	done	2405-AWM5T03
2405-A	WM5T04	Week -5		4/15/2024	4/21/2024	GLR			Telmo	Done	2405-AWM5T04
2405-A	WM5T05	Week -5		#N/A	#N/A	GLR			Telmo	Done	2405-AWM5T05
2405-A	WM5T06	Week -5		#N/A	#N/A	GLR			Miguel	done	2405-AWM5T06
2405-A	WM5T07	Week -5		#N/A	#N/A	GLR			Telmo	Done	2405-AWM5T07
2405-A	WM4T01	Week -4		4/22/2024	4/28/2024	GLR			Telmo	Done	2405-AWM4T01
2405-A	WM4T02	Week -4		#N/A	#N/A	GLR			Telmo	Done	2405-AWM4T02
2405-A	WM4T03	Week -4		#N/A	#N/A	GLR			Telmo	Done	2405-AWM4T03
2405-A	WM3T01	Week -3		4/29/2024	5/5/2024	GLR				Done	2405-AWM3T01
2405-A	WM3T02	Week -3		4/29/2024	5/5/2024	GLR				Done	2405-AWM3T02
2405-A	WM3T03	Week -3		#N/A	#N/A	GLR				Done	2405-AWM3T03
2405-A	WM3T04	Week -3		#N/A	#N/A	GLR				Done	2405-AWM3T04
2405-A	WM3T05	Week -3		#N/A	#N/A	GLR				Done	2405-AWM3T05
2405-A	WM2T01	Week -2		5/6/2024	5/12/2024	GLR				Done	2405-AWM2T01
2405-A	WM2T02	Week -2		5/6/2024	5/12/2024	GLR				Done	2405-AWM2T02
2405-A	WM2T03	Week -2		5/6/2024	5/12/2024	GLR				Done	2405-AWM2T03
2405-A	WM1T01	Week -1		5/13/2024	5/19/2024	GLR				Done	2405-AWM1T01
2405-A	WM1T02	Week -1		5/13/2024	5/19/2024	GLR				Done	2405-AWM1T02
2405-A	WM1T03	Week -1		#N/A	#N/A	GLR				Done	2405-AWM1T03
2405-A	WM1T04	Week -1		#N/A	#N/A	GLR				Done	2405-AWM1T04
2405-A	W1T01	Week 1		5/20/2024	5/22/2024	GLR				Done	2405-AW1T01
2405-A	W1T02	Week 1		#N/A	#N/A	GLR				Done	2405-AW1T02
2405-A	W1T03	Week 1		#N/A	#N/A	GLR				Done	2405-AW1T03
2405-A	W2T01	Week 2		5/27/2024	5/29/2024	GLR			Afonso	Done	2405-AW2T01
2405-A	W2T02	Week 2		5/27/2024	6/2/2024	GLR			Afonso	Done	2405-AW2T02
2405-A	W2T03	Week 2		5/27/2024	6/2/2024	GLR			Telmo	Done	2405-AW2T03
2405-A	W2T04	Week 2		#N/A	#N/A	GLR			Afonso	Done	2405-AW2T04
2405-A	W2T05	Week 2		#N/A	#N/A	GLR			Telmo	Done	2405-AW2T05
2405-A	W2T06	Week 2		#N/A	#N/A	GLR			Miguel	Done	2405-AW2T06
2405-A	W2T07	Week 2		#N/A	#N/A	GLR			Telmo	Done	2405-AW2T07
2405-A	W3T01	Week 3		6/3/2024	6/9/2024	GLR			Telmo	Done	2405-AW3T01
2405-A	W3T02	Week 3		6/3/2024	6/9/2024	GLR			Telmo	Done	2405-AW3T02
2405-A	W3T03	Week 3		6/3/2024	6/9/2024	GLR			Telmo	Done	2405-AW3T03
2405-A	W3T04	Week 3		6/3/2024	6/9/2024	GLR			Telmo	Done	2405-AW3T04
2405-A	W3T05	Week 3		6/3/2024	6/9/2024	GLR			Telmo	Done	2405-AW3T05
2405-A	W3T06	Week 3		6/3/2024	6/9/2024	GLR			Telmo	Done	2405-AW3T06
2405-A	W3T07	Week 3		#N/A	#N/A	GLR			Telmo	Done	2405-AW3T07
2405-A	W3T08	Week 3		#N/A	#N/A	GLR			Telmo	Done	2405-AW3T08
2405-A	W3T09	Week 3		#N/A	#N/A	GLR			Telmo	Done	2405-AW3T09
2405-A	W3T10	Week 3		#N/A	#N/A	GLR			Telmo	Done	2405-AW3T10
2405-A	W3T11	Week 3		#N/A	#N/A	GLR			Telmo	Done	2405-AW3T11
2405-A	W3T12	Week 3		#N/A	#N/A	GLR			Telmo	Done	2405-AW3T12
2405-A	W4T01	Week 4		6/10/2024	6/10/2024	GLR			Telmo	Done	2405-AW4T01
2405-A	W4T02	Week 4		6/10/2024	6/13/2024	GLR			Telmo	Done	2405-AW4T02
2405-A	W4T03	Week 4		6/10/2024	6/16/2024	GLR			Telmo	Done	2405-AW4T03
2405-A	W5T01	Week 5		6/17/2024	6/18/2024	GLR			Telmo	Done	2405-AW5T01
2405-A	W5T02	Week 5		6/17/2024	6/20/2024	GLR			Telmo	Done	2405-AW5T02
2405-A	W5T03	Week 5		6/17/2024	6/23/2024	GLR			Telmo	Done	2405-AW5T03
2405-A	W5T04	Week 5		6/17/2024	6/23/2024	GLR			Telmo	Done	2405-AW5T04
2405-A	W5T05	Week 5		6/17/2024	6/23/2024	GLR			Telmo	Done	2405-AW5T05
2405-A	W5T06	Week 5		6/17/2024	6/23/2024	GLR			Telmo	Done	2405-AW5T06
2405-A	W5T07	Week 5		#N/A	#N/A	GLR			Telmo	Done	2405-AW5T07
2405-A	W5T08	Week 5		#N/A	#N/A	GLR			Telmo	Done	2405-AW5T08
2405-A	W5T09	Week 5		#N/A	#N/A	GLR			Telmo	Done	2405-AW5T09
2405-A	W6T03	Week 6		6/24/2024	6/30/2024	GLR			Miguel	Done	2405-AW6T03
2405-A	W6T04	Week 6		#N/A	#N/A	GLR			Miguel	Done	2405-AW6T04
2405-A	W6T05	Week 6		#N/A	#N/A	GLR			Miguel	Done	2405-AW6T05
2405-A	W6T06	Week 6		#N/A	#N/A	GLR			Telmo	Done	2405-AW6T06
2405-A	W6T07	Week 6		#N/A	#N/A	GLR			Miguel	Done	2405-AW6T07
2405-A	W6T08	Week 6		#N/A	#N/A	GLR			Telmo	Done	2405-AW6T08
2405-A	W6T09	Week 6		#N/A	#N/A	GLR			Miguel	Done	2405-AW6T09
2405-A	W6T10	Week 6		#N/A	#N/A	GLR			Miguel	Done	2405-AW6T10
2405-A	W7T01	Week 7		7/1/2024	7/7/2024	GLR			Miguel	Done	2405-AW7T01
2405-A	W8T01	Week 8		7/8/2024	7/14/2024	7/14/2024			Miguel	Done	2405-AW8T01
2405-A	W8T02	Week 8		7/8/2024	7/14/2024	7/14/2024			Miguel	Done	2405-AW8T02
2405-A	W8T03	Week 8		#N/A	#N/A	#N/A				Done	2405-AW8T03
2405-A	W8T04	Week 8		7/8/2024	7/14/2024	7/14/2024			Miguel	Done	2405-AW8T04
2405-A	W8T05	Week 8		7/8/2024	7/14/2024	7/14/2024			Miguel	Done	2405-AW8T05
2405-A	SLWM5T01	Week -5		#N/A	#N/A	GLR			Miguel	done	2405-ASLWM5T01
2405-A	SLWM5T02	Week -5		#N/A	#N/A	GLR			Miguel	done	2405-ASLWM5T02
2405-B	SLWM5T03	Week -5		#N/A	#N/A	SLR			Miguel	done	2405-BSLWM5T03
2405-B	SLWM4T02	Week -4		#N/A	#N/A	SLR			Miguel	done	2405-BSLWM4T02
2405-B	SLWM3T01	Week -3		#N/A	#N/A	SLR			Miguel	done	2405-BSLWM3T01
2405-B	SLWM3T02	Week -3		#N/A	#N/A	SLR			Miguel	Done	2405-BSLWM3T02
2405-B	SLWM3T03	Week -3		#N/A	#N/A	SLR			Telmo	Done	2405-BSLWM3T03
2405-B	SLWM2T01	Week -2		#N/A	#N/A	SLR				Done	2405-BSLWM2T01
2405-B	SLWM2T02	Week -2		#N/A	#N/A	SLR			Telmo	Done	2405-BSLWM2T02
2405-B	SLWM1T01	Week -1		#N/A	#N/A	SLR			Miguel	done	2405-BSLWM1T01
2405-B	SLWM1T03	Week -1		#N/A	#N/A	SLR			Miguel	done	2405-BSLWM1T03
2405-B	SLWM1T04	Week -1		#N/A	#N/A	SLR			Miguel	done	2405-BSLWM1T04
2405-B	SLW1T01	Week 1		3/18/2024	3/22/2024	SLR				Done	2405-BSLW1T01
2405-B	SLW2T01	Week 2		3/25/2024	3/29/2024	SLR				Done	2405-BSLW2T01
2405-B	SLW2T02	Week 2		3/25/2024	3/29/2024	SLR				Done	2405-BSLW2T02
2405-B	SLW2T03	Week 2		#N/A	#N/A	SLR				Done	2405-BSLW2T03
2405-B	SLW3T01	Week 3		4/1/2024	4/2/2024	SLR				Done	2405-BSLW3T01
2405-B	SLW3T02	Week 3		#N/A	#N/A	SLR				Done	2405-BSLW3T02
2405-B	SLW4T01	Week 4		4/8/2024	4/12/2024	SLR				Done	2405-BSLW4T01
2405-B	SLW5T01	Week 5		4/15/2024	4/19/2024	SLR				Done	2405-BSLW5T01
2405-B	SLW5T02	Week 5		4/15/2024	4/19/2024	SLR				Done	2405-BSLW5T02
2405-B	SLW5T03	Week 5		4/15/2024	4/19/2024	SLR				Done	2405-BSLW5T03
2405-B	SLW5T04	Week 5		4/15/2024	4/19/2024	SLR				Done	2405-BSLW5T04
2405-B	SLW5T05	Week 5		#N/A	#N/A	SLR				Done	2405-BSLW5T05
2405-B	SLW5T06	Week 5		#N/A	#N/A	SLR				Done	2405-BSLW5T06
2405-B	SLW5T07	Week 5		#N/A	#N/A	SLR			Telmo	Done	2405-BSLW5T07
2405-B	SLW6T01	Week 6		4/22/2024	4/26/2024	SLR				Done	2405-BSLW6T01
2405-B	SLW6T04	Week 6		#N/A	#N/A	SLR				Done	2405-BSLW6T04
2405-B	SLW6T05	Week 6		#N/A	#N/A	SLR				Done	2405-BSLW6T05
2405-B	SLW6T06	Week 6		#N/A	#N/A	SLR				Done	2405-BSLW6T06
2405-B	SLW6T07	Week 6		#N/A	#N/A	SLR				Done	2405-BSLW6T07
2405-B	SLW6T08	Week 6		#N/A	#N/A	SLR				Done	2405-BSLW6T08
2405-B	SLW6T09	Week 6		#N/A	#N/A	SLR			Telmo	Done	2405-BSLW6T09
2405-B	SLW6T10	Week 6		#N/A	#N/A	SLR			Telmo	Done	2405-BSLW6T10
2405-B	SLW7T01	Week 7		4/29/2024	5/3/2024	SLR			Telmo	Done	2405-BSLW7T01
2405-B	SLW8T01	Week 8		5/6/2024	5/10/2024	SLR			Telmo	Done	2405-BSLW8T01
2405-B	SLW8T02	Week 8		5/6/2024	5/10/2024	SLR			Telmo	Done	2405-BSLW8T02
2405-B	SLW8T03	Week 8		5/6/2024	5/10/2024	SLR			Miguel	Done	2405-BSLW8T03
2405-B	SLW8T04	Week 8		5/6/2024	5/10/2024	5/10/2024			Miguel	Done	2405-BSLW8T04
2405-B	SLW8T05	Week 8		#N/A	#N/A	#N/A				Done	2405-BSLW8T05
2406-A	WM5T01	Week -5		5/13/2024	5/19/2024	GLR			Miguel	Done	2406-AWM5T01
2406-A	WM5T02	Week -5		5/13/2024	5/19/2024	5/19/2024			Miguel	Done	2406-AWM5T02
2406-A	WM5T03	Week -5		5/13/2024	5/19/2024	5/19/2024			Miguel	Done	2406-AWM5T03
2406-A	WM5T04	Week -5		5/13/2024	5/19/2024	5/19/2024			Miguel	Done	2406-AWM5T04
2406-A	WM5T05	Week -5		#N/A	#N/A	5/19/2024			Miguel	Done	2406-AWM5T05
2406-A	WM5T06	Week -5		#N/A	#N/A	5/19/2024			Miguel	Done	2406-AWM5T06
2406-A	WM5T07	Week -5		#N/A	#N/A	5/19/2024			Miguel	Done	2406-AWM5T07
2406-A	WM4T01	Week -4		5/20/2024	5/26/2024	5/26/2024			Miguel	Done	2406-AWM4T01
2406-A	WM4T02	Week -4		#N/A	#N/A	5/26/2024			Miguel	Done	2406-AWM4T02
2406-A	WM4T03	Week -4		#N/A	#N/A	5/26/2024			Miguel	Done	2406-AWM4T03
2406-A	WM3T01	Week -3		5/27/2024	6/2/2024	6/2/2024			Miguel	Done	2406-AWM3T01
2406-A	WM3T02	Week -3		5/27/2024	6/2/2024	6/2/2024			Miguel	Done	2406-AWM3T02
2406-A	WM3T03	Week -3		#N/A	#N/A	6/2/2024			Miguel	Done	2406-AWM3T03
2406-A	WM3T04	Week -3		#N/A	#N/A	6/2/2024				Done	2406-AWM3T04
2406-A	WM3T05	Week -3		#N/A	#N/A	6/2/2024			Miguel	Done	2406-AWM3T05
2406-A	WM2T01	Week -2		6/3/2024	6/9/2024	6/9/2024			Miguel	Done	2406-AWM2T01
2406-A	WM2T02	Week -2		6/3/2024	6/9/2024	6/9/2024			Miguel	Done	2406-AWM2T02
2406-A	WM2T03	Week -2		6/3/2024	6/9/2024	6/9/2024			Miguel	Done	2406-AWM2T03
2406-A	WM1T01	Week -1		6/10/2024	6/16/2024	6/16/2024			Miguel	Done	2406-AWM1T01
2406-A	WM1T02	Week -1		6/10/2024	6/16/2024	6/16/2024			Miguel	Done	2406-AWM1T02
2406-A	WM1T03	Week -1		#N/A	#N/A	6/16/2024			Miguel	Done	2406-AWM1T03
2406-A	WM1T04	Week -1		#N/A	#N/A	6/16/2024			Miguel	Done	2406-AWM1T04
2406-A	W1T01	Week 1		6/17/2024	6/19/2024	6/19/2024			Luis	Done	2406-AW1T01
2406-A	W1T02	Week 1		#N/A	#N/A	6/23/2024			Miguel	Done	2406-AW1T02
2406-A	W1T03	Week 1		#N/A	#N/A	6/23/2024			Miguel	Done	2406-AW1T03
2406-A	W2T01	Week 2		6/24/2024	6/26/2024	6/30/2024			Miguel	Done	2406-AW2T01
2406-A	W2T02	Week 2		6/24/2024	6/30/2024	6/26/2024			Miguel	Done	2406-AW2T02
2406-A	W2T03	Week 2		6/24/2024	6/30/2024	6/30/2024			Miguel	Done	2406-AW2T03
2406-A	W2T04	Week 2		#N/A	#N/A	6/30/2024			Miguel	Done	2406-AW2T04
2406-A	W2T05	Week 2		#N/A	#N/A	6/30/2024			Miguel	Done	2406-AW2T05
2406-A	W2T06	Week 2		#N/A	#N/A	6/30/2024			Miguel	Done	2406-AW2T06
2406-A	W2T07	Week 2		#N/A	#N/A	6/30/2024			Miguel	Done	2406-AW2T07
2406-A	W3T01	Week 3		7/1/2024	7/7/2024	7/7/2024			Miguel	Done	2406-AW3T01
2406-A	W3T02	Week 3		7/1/2024	7/7/2024	7/7/2024			Miguel	Done	2406-AW3T02
2406-A	W3T03	Week 3		7/1/2024	7/7/2024	7/7/2024			Miguel	Done	2406-AW3T03
2406-A	W3T04	Week 3		7/1/2024	7/7/2024	7/7/2024			Miguel	Done	2406-AW3T04
2406-A	W3T05	Week 3		7/1/2024	7/7/2024	7/7/2024			Miguel	Done	2406-AW3T05
2406-A	W3T06	Week 3		7/1/2024	7/7/2024	7/7/2024			Miguel	Done	2406-AW3T06
2406-A	W3T07	Week 3		#N/A	#N/A	7/7/2024			Miguel	Done	2406-AW3T07
2406-A	W3T08	Week 3		#N/A	#N/A	7/7/2024			Miguel	Done	2406-AW3T08
2406-A	W3T09	Week 3		#N/A	#N/A	7/7/2024			Miguel	Done	2406-AW3T09
2406-A	W3T10	Week 3		#N/A	#N/A	7/7/2024			Miguel	Done	2406-AW3T10
2406-A	W3T11	Week 3		#N/A	#N/A	7/7/2024			Miguel	Done	2406-AW3T11
2406-A	W3T12	Week 3		#N/A	#N/A	7/7/2024			Miguel	Done	2406-AW3T12
2406-A	W4T01	Week 4		7/8/2024	7/8/2024	7/14/2024			Miguel	Done	2406-AW4T01
2406-A	W4T02	Week 4		7/8/2024	7/11/2024	7/14/2024			Miguel	Done	2406-AW4T02
2406-A	W4T03	Week 4		7/8/2024	7/14/2024	7/14/2024			Miguel	Done	2406-AW4T03
